   139.351837       8.86677504E-02   6.53699934E-02        2749   1.68851612E-03   8.71551186E-02
   145.210861       9.63047743E-02   7.39669278E-02        3202   1.64110004E-03   9.86170545E-02
   151.361206      0.113067448       8.37691426E-02        3590   1.85441959E-03  0.111685947    
   157.845352      0.126930833       9.50026661E-02        4176   1.95427611E-03  0.126663134    
   164.644104      0.145866185      0.107814923            4719   2.11917795E-03  0.143745199    
   171.652863      0.166823879      0.122178137            5208   2.33593537E-03  0.162895069    
   178.788635      0.188947052      0.138057500            5809   2.50300299E-03  0.184066385    
   186.346832      0.208046138      0.156317055            6864   2.49291956E-03  0.208411083    
   194.316956      0.236719266      0.177244335            7658   2.68272730E-03  0.236312583    
   202.586441      0.270802796      0.200849831            8714   2.91837263E-03  0.267784804    
   211.213196      0.302509546      0.227616370            9853   3.09032318E-03  0.303471535    
   220.203476      0.348244160      0.257936537           11230   3.30431666E-03  0.343896151    
   229.602539      0.393098474      0.292395264           12671   3.42353061E-03  0.389838576    
   239.276550      0.445865959      0.330933571           14122   3.73930391E-03  0.441220105    
   249.383865      0.515319824      0.374666959           16251   4.07297304E-03  0.499528021    
   260.013153      0.587043107      0.424645305           18505   4.31433972E-03  0.566162050    
   271.045319      0.657771051      0.481023312           20690   4.56266338E-03  0.641328573    
   282.504700      0.751967907      0.544649780           23574   4.90739802E-03  0.726159155    
   294.491638      0.870220900      0.616963089           26719   5.30365203E-03  0.822571456    
   307.069214      0.992136657      0.699437916           30658   5.66236302E-03  0.932531774    
   320.150330       1.15336323      0.792687774           34221   6.23312732E-03   1.05685794    
   333.693939       1.32719910      0.897605062           38817   6.73453696E-03   1.19673991    
   347.839691       1.56755316       1.01666474           44075   7.49907875E-03   1.35547721    
   362.600128       1.82971168       1.15165985           49912   8.22463073E-03   1.53546059    
   377.992615       2.17835689       1.30463886           56623   9.33512021E-03   1.73942125    
   394.225739       2.62765622       1.48004615           65585   1.05122570E-02   1.97328448    
